,Gender,Ever_Married,Age,Graduated,Profession,Income,Work_Experience,Spending_Score,Family_Size,cluster number
1560,0,1.0,62,1.0,4.0,791,1.0,1,2.0,1
1562,1,0.0,48,1.0,5.0,1786,4.0,1,1.0,0
1563,1,1.0,36,1.0,5.0,661,1.0,2,3.0,3
1564,1,1.0,56,1.0,5.0,779,1.0,2,5.0,1
1565,1,1.0,66,0.0,9.0,866,0.0,3,2.0,1
1566,0,0.0,40,1.0,5.0,1365,6.0,1,2.0,2
1567,1,1.0,57,1.0,5.0,566,0.0,2,2.0,3
1569,0,1.0,35,0.0,9.0,565,1.0,1,3.0,3
1570,0,1.0,58,1.0,5.0,603,0.0,2,2.0,3
1571,0,0.0,29,0.0,5.0,555,8.0,1,5.0,3
1572,0,0.0,26,0.0,7.0,569,0.0,1,1.0,3
1573,1,1.0,84,1.0,3.0,876,1.0,3,2.0,1
1574,0,1.0,86,1.0,6.0,863,0.0,1,1.0,1
1575,0,1.0,77,0.0,3.0,892,1.0,3,2.0,1
1576,1,0.0,37,1.0,5.0,825,0.0,1,3.0,1
1577,0,1.0,74,0.0,6.0,538,0.0,3,2.0,3
1578,0,0.0,27,0.0,5.0,554,1.0,1,2.0,3
1579,1,1.0,56,1.0,5.0,700,0.0,1,1.0,3
1580,1,0.0,27,1.0,1.0,554,0.0,1,1.0,3
1581,0,1.0,39,1.0,5.0,662,7.0,2,2.0,3
1582,0,1.0,35,1.0,4.0,1662,3.0,2,2.0,0
1583,0,1.0,66,1.0,4.0,726,1.0,2,2.0,3
1584,1,0.0,47,1.0,5.0,542,0.0,1,2.0,3
1585,1,1.0,36,1.0,5.0,1591,8.0,2,2.0,0
1586,0,1.0,43,1.0,5.0,841,4.0,2,2.0,1
1587,1,1.0,55,1.0,5.0,853,0.0,2,4.0,1
1588,0,1.0,41,1.0,7.0,1540,0.0,2,3.0,0
1589,1,0.0,26,1.0,5.0,565,9.0,1,5.0,3
1590,0,1.0,72,1.0,5.0,865,0.0,3,2.0,1
1592,0,1.0,38,1.0,4.0,517,1.0,2,3.0,3
1593,0,1.0,72,0.0,3.0,597,1.0,1,2.0,3
1594,0,0.0,31,1.0,1.0,720,1.0,1,4.0,3
1595,0,0.0,41,1.0,5.0,799,9.0,1,1.0,1
1596,0,0.0,25,0.0,2.0,1338,9.0,1,2.0,2
1598,0,1.0,83,1.0,3.0,793,0.0,3,2.0,1
1599,1,1.0,51,1.0,2.0,674,0.0,2,4.0,3
1600,0,1.0,40,1.0,5.0,609,0.0,1,2.0,3
1601,1,1.0,76,1.0,5.0,637,0.0,2,2.0,3
1602,0,1.0,29,1.0,5.0,689,1.0,1,4.0,3
1603,0,1.0,46,1.0,5.0,823,1.0,1,3.0,1
1604,1,1.0,58,1.0,5.0,873,0.0,2,4.0,1
1605,1,0.0,46,1.0,5.0,867,1.0,1,1.0,1
1606,1,1.0,74,0.0,3.0,578,0.0,3,2.0,3
1607,0,1.0,53,1.0,6.0,756,1.0,3,3.0,3
1608,0,1.0,63,1.0,5.0,516,1.0,1,1.0,3
1609,1,1.0,49,1.0,5.0,1069,1.0,2,3.0,1
1610,0,0.0,25,1.0,4.0,1311,5.0,1,2.0,2
1611,0,0.0,46,0.0,2.0,630,1.0,1,3.0,3
1612,1,0.0,43,1.0,5.0,728,7.0,1,9.0,3
1613,1,1.0,58,1.0,5.0,560,1.0,2,4.0,3
1614,0,1.0,41,1.0,6.0,1011,1.0,3,4.0,1
1615,1,0.0,28,0.0,1.0,814,1.0,1,3.0,1
1616,0,0.0,26,1.0,1.0,510,0.0,1,4.0,3
1617,0,0.0,29,1.0,1.0,702,9.0,1,2.0,3
1619,1,0.0,39,1.0,2.0,641,14.0,1,1.0,3
1620,0,1.0,51,1.0,4.0,890,0.0,2,4.0,1
1621,0,1.0,46,1.0,4.0,500,4.0,3,4.0,3
1623,0,1.0,26,1.0,5.0,667,1.0,2,3.0,3
1624,1,1.0,42,1.0,2.0,866,1.0,2,4.0,1
1625,1,1.0,43,1.0,4.0,866,5.0,2,3.0,1
1626,0,1.0,53,1.0,6.0,1486,1.0,1,4.0,2
1628,1,1.0,40,1.0,5.0,844,1.0,2,3.0,1
1629,0,1.0,71,1.0,5.0,870,1.0,1,2.0,1
1630,0,1.0,32,1.0,9.0,1439,13.0,3,4.0,2
1631,0,0.0,41,1.0,4.0,1064,9.0,1,2.0,1
1632,1,0.0,46,1.0,4.0,1534,8.0,1,2.0,0
1633,0,1.0,40,1.0,6.0,631,0.0,3,4.0,3
1634,0,0.0,29,0.0,7.0,631,1.0,1,5.0,3
1635,0,1.0,25,1.0,7.0,645,1.0,2,2.0,3
1636,1,1.0,52,1.0,9.0,870,0.0,1,1.0,1
1637,0,0.0,30,1.0,7.0,1421,9.0,1,5.0,2
1638,1,1.0,25,1.0,1.0,841,12.0,3,2.0,1
1639,0,0.0,32,0.0,5.0,549,9.0,1,4.0,3
1641,1,0.0,49,1.0,5.0,555,1.0,1,1.0,3
1642,1,0.0,43,1.0,7.0,1022,1.0,1,4.0,1
1643,0,1.0,48,1.0,5.0,830,1.0,1,1.0,1
1644,0,0.0,41,0.0,5.0,548,5.0,1,2.0,3
1645,1,0.0,29,1.0,1.0,734,9.0,1,2.0,3
1646,1,0.0,35,1.0,5.0,1317,0.0,1,2.0,2
1647,0,1.0,41,1.0,5.0,1318,1.0,2,2.0,2
1648,1,1.0,47,1.0,5.0,569,1.0,2,4.0,3
1649,1,1.0,53,1.0,5.0,756,1.0,2,3.0,3
1651,1,1.0,40,1.0,5.0,708,0.0,3,2.0,3
1652,0,1.0,46,1.0,5.0,717,0.0,1,1.0,3
1654,1,1.0,71,1.0,3.0,719,2.0,1,6.0,3
1655,1,1.0,30,0.0,2.0,615,5.0,2,2.0,3
1656,1,1.0,40,0.0,2.0,574,1.0,2,4.0,3
1657,0,1.0,43,0.0,4.0,802,0.0,2,5.0,1
1658,0,1.0,40,1.0,4.0,648,3.0,2,3.0,3
1659,0,1.0,39,0.0,4.0,603,1.0,2,4.0,3
1660,0,1.0,49,0.0,6.0,847,1.0,3,7.0,1
1661,0,1.0,51,0.0,5.0,1100,0.0,2,5.0,1
1662,1,1.0,39,0.0,7.0,1302,1.0,2,9.0,2
1663,0,1.0,23,0.0,1.0,1411,1.0,1,5.0,2
1664,0,1.0,53,0.0,2.0,1061,0.0,2,6.0,1
1665,1,0.0,35,0.0,2.0,697,9.0,1,5.0,3
1666,0,0.0,35,0.0,6.0,523,2.0,1,4.0,3
1667,0,1.0,30,1.0,7.0,1437,1.0,1,9.0,2
1669,0,0.0,38,1.0,5.0,512,1.0,1,3.0,3
1670,1,0.0,53,0.0,9.0,1027,0.0,1,1.0,1
1671,1,0.0,36,1.0,2.0,539,8.0,1,1.0,3
1672,0,0.0,33,0.0,2.0,702,0.0,1,4.0,3
1673,1,0.0,40,1.0,2.0,1335,1.0,1,1.0,2
1674,1,1.0,36,1.0,5.0,750,0.0,2,4.0,3
1675,0,0.0,31,0.0,7.0,657,1.0,1,5.0,3
1676,0,0.0,31,0.0,7.0,668,1.0,1,2.0,3
1677,0,1.0,41,1.0,1.0,1444,0.0,2,4.0,2
1679,1,1.0,38,1.0,5.0,871,5.0,2,3.0,1
1680,0,1.0,49,0.0,5.0,1439,1.0,1,5.0,2
1682,0,1.0,28,1.0,6.0,686,14.0,3,9.0,3
1683,0,1.0,51,0.0,4.0,1355,0.0,3,4.0,2
1684,0,1.0,41,0.0,5.0,1089,1.0,2,2.0,1
1685,1,1.0,57,0.0,2.0,594,0.0,2,6.0,3
1686,0,1.0,67,1.0,5.0,639,0.0,1,1.0,3
1687,0,1.0,29,0.0,6.0,1550,3.0,2,5.0,0
1689,0,1.0,49,1.0,5.0,679,0.0,3,2.0,3
1690,1,0.0,28,0.0,2.0,567,6.0,1,3.0,3
1691,1,1.0,48,0.0,2.0,696,1.0,2,4.0,3
1692,1,1.0,51,0.0,2.0,532,5.0,2,4.0,3
1693,1,1.0,48,0.0,2.0,1719,5.0,2,6.0,0
1694,1,1.0,48,0.0,2.0,718,5.0,2,5.0,3
1696,1,1.0,39,0.0,2.0,845,8.0,2,4.0,1
1697,1,1.0,50,0.0,2.0,513,7.0,2,5.0,3
1698,1,0.0,33,0.0,2.0,682,1.0,1,9.0,3
1700,0,1.0,30,0.0,9.0,1693,2.0,3,5.0,0
1702,0,0.0,36,0.0,9.0,719,0.0,1,4.0,3
1703,0,0.0,43,0.0,4.0,580,0.0,1,1.0,3
1704,0,1.0,26,0.0,4.0,738,1.0,1,1.0,3
1705,0,1.0,33,0.0,6.0,607,0.0,1,2.0,3
1707,1,1.0,49,1.0,2.0,846,1.0,3,5.0,1
1708,0,1.0,48,1.0,2.0,847,6.0,2,5.0,1
1709,0,0.0,31,1.0,5.0,1001,5.0,1,1.0,1
1711,1,0.0,21,0.0,1.0,574,5.0,1,1.0,3
1712,1,1.0,50,0.0,4.0,655,8.0,2,5.0,3
1713,0,0.0,23,0.0,1.0,503,9.0,1,6.0,3
1714,1,1.0,21,0.0,1.0,871,0.0,1,2.0,1
1716,0,0.0,20,0.0,1.0,1310,0.0,1,6.0,2
1718,0,1.0,29,0.0,2.0,626,0.0,2,3.0,3
1719,0,1.0,42,1.0,5.0,660,0.0,2,4.0,3
1720,0,0.0,20,0.0,7.0,1080,0.0,1,6.0,1
1721,0,1.0,36,0.0,6.0,1552,1.0,1,6.0,0
1722,1,1.0,42,0.0,2.0,1763,0.0,3,6.0,0
1723,0,0.0,18,0.0,1.0,579,7.0,1,4.0,3
1725,1,0.0,30,0.0,2.0,1556,10.0,1,8.0,0
1726,1,0.0,28,0.0,8.0,703,9.0,1,9.0,3
1727,0,1.0,42,1.0,4.0,676,7.0,1,6.0,3
1728,0,1.0,38,1.0,5.0,580,1.0,1,4.0,3
1729,0,1.0,42,1.0,5.0,669,1.0,2,2.0,3
1731,1,1.0,29,1.0,7.0,1369,0.0,2,2.0,2
1732,0,1.0,40,1.0,5.0,1355,1.0,1,2.0,2
1733,1,0.0,38,0.0,2.0,606,1.0,1,2.0,3
1734,0,1.0,37,1.0,2.0,603,1.0,2,4.0,3
1735,1,1.0,65,0.0,3.0,1749,1.0,1,1.0,0
1738,1,1.0,47,1.0,5.0,1085,1.0,2,5.0,1
1739,0,1.0,57,1.0,5.0,642,0.0,2,3.0,3
1742,0,1.0,37,1.0,5.0,754,9.0,1,1.0,3
1743,0,0.0,39,1.0,5.0,1372,4.0,1,1.0,2
1744,0,1.0,39,0.0,7.0,1006,1.0,2,5.0,1
1746,1,1.0,70,1.0,5.0,900,1.0,2,2.0,1
1747,0,1.0,51,1.0,6.0,589,9.0,1,1.0,3
1748,0,1.0,48,0.0,5.0,674,1.0,1,3.0,3
1749,0,0.0,43,0.0,4.0,553,0.0,1,1.0,3
1750,1,1.0,29,0.0,2.0,1475,1.0,1,2.0,2
1751,1,1.0,43,1.0,4.0,1391,0.0,1,2.0,2
1752,0,0.0,25,0.0,7.0,675,5.0,1,1.0,3
1753,1,1.0,75,0.0,3.0,590,0.0,1,1.0,3
1754,1,0.0,22,0.0,1.0,1406,0.0,1,5.0,2
1755,0,1.0,86,0.0,9.0,569,1.0,1,1.0,3
1756,1,1.0,50,1.0,4.0,878,1.0,1,2.0,1
1757,0,1.0,73,0.0,3.0,1583,1.0,3,9.0,0
1759,0,1.0,49,1.0,5.0,613,0.0,2,4.0,3
1760,0,1.0,46,1.0,6.0,849,1.0,3,5.0,1
1761,0,1.0,73,0.0,6.0,1060,0.0,3,2.0,1
1762,1,1.0,87,1.0,3.0,637,1.0,3,2.0,3
1763,0,1.0,53,0.0,6.0,1591,2.0,3,4.0,0
1764,0,1.0,84,1.0,3.0,1330,1.0,3,2.0,2
1765,0,1.0,47,1.0,6.0,694,3.0,3,3.0,3
1766,0,1.0,59,0.0,6.0,1784,1.0,3,4.0,0
1767,0,1.0,82,0.0,3.0,594,1.0,1,1.0,3
1768,1,1.0,71,1.0,3.0,639,0.0,3,2.0,3
1769,0,1.0,39,1.0,5.0,658,9.0,2,2.0,3
1770,1,0.0,25,0.0,7.0,638,0.0,1,2.0,3
1771,0,1.0,67,1.0,6.0,529,1.0,3,2.0,3
1772,1,1.0,83,1.0,3.0,1077,13.0,3,2.0,1
1773,0,1.0,49,0.0,6.0,544,0.0,3,4.0,3
1774,1,1.0,87,0.0,3.0,621,0.0,3,2.0,3
1775,0,1.0,69,0.0,3.0,1448,1.0,2,2.0,2
1776,0,1.0,40,1.0,4.0,1364,9.0,2,2.0,2
1777,0,1.0,87,1.0,3.0,659,1.0,3,2.0,3
1778,0,1.0,68,1.0,1.0,1100,0.0,2,3.0,1
1780,0,1.0,67,1.0,5.0,1713,0.0,3,5.0,0
1781,0,1.0,80,1.0,3.0,717,1.0,1,1.0,3
1782,0,1.0,65,1.0,3.0,582,1.0,1,1.0,3
1783,0,0.0,29,1.0,7.0,1587,0.0,1,4.0,0
1785,0,1.0,72,1.0,6.0,826,1.0,3,2.0,1
1786,0,1.0,57,1.0,7.0,763,0.0,1,1.0,1
1787,0,1.0,47,1.0,6.0,645,1.0,3,4.0,3
1788,0,1.0,39,0.0,4.0,645,1.0,2,2.0,3
1789,0,1.0,62,1.0,5.0,609,0.0,3,2.0,3
1790,1,1.0,81,1.0,3.0,1656,1.0,1,1.0,0
1791,0,1.0,65,0.0,6.0,563,8.0,2,2.0,3
1793,1,1.0,40,1.0,5.0,504,8.0,2,2.0,3
1794,1,1.0,86,0.0,3.0,838,0.0,3,2.0,1
1795,0,1.0,67,1.0,3.0,573,0.0,3,2.0,3
1796,1,1.0,45,1.0,5.0,595,0.0,2,5.0,3
1797,1,0.0,27,1.0,1.0,1459,1.0,1,4.0,2
1798,1,0.0,32,1.0,5.0,1674,7.0,1,1.0,0
1799,1,1.0,41,1.0,5.0,1677,3.0,2,2.0,0
1800,1,1.0,27,1.0,1.0,630,6.0,2,2.0,3
1801,1,1.0,58,0.0,5.0,1086,0.0,2,3.0,1
1802,1,1.0,61,1.0,4.0,620,1.0,2,5.0,3
1803,0,1.0,52,1.0,5.0,545,0.0,2,2.0,3
1804,0,0.0,25,1.0,7.0,1518,8.0,1,1.0,2
1805,0,0.0,33,1.0,1.0,721,2.0,1,3.0,3
1807,0,0.0,37,1.0,4.0,873,1.0,1,1.0,1
1808,0,1.0,38,1.0,5.0,693,1.0,2,2.0,3
1809,0,1.0,81,1.0,3.0,592,0.0,1,1.0,3
1810,0,1.0,61,1.0,6.0,713,0.0,3,3.0,3
1811,0,0.0,20,0.0,1.0,1455,0.0,1,3.0,2
1812,1,1.0,48,1.0,5.0,617,8.0,3,4.0,3
1813,1,1.0,43,1.0,5.0,1034,8.0,2,2.0,1
1814,1,0.0,22,0.0,8.0,897,0.0,1,4.0,1
1815,1,1.0,63,1.0,5.0,1508,1.0,2,4.0,2
1816,1,0.0,25,1.0,1.0,1513,8.0,1,1.0,2
1817,1,0.0,73,1.0,3.0,805,1.0,1,1.0,1
1818,1,1.0,43,0.0,5.0,676,4.0,2,4.0,3
1819,1,1.0,39,0.0,7.0,592,1.0,2,4.0,3
1820,1,1.0,49,1.0,5.0,1401,0.0,2,4.0,2
1821,1,1.0,83,1.0,3.0,601,1.0,3,2.0,3
1822,0,0.0,22,0.0,1.0,1326,9.0,1,6.0,2
1823,1,0.0,31,1.0,5.0,1050,2.0,1,2.0,1
1824,1,1.0,60,1.0,5.0,833,1.0,3,4.0,1
1825,0,1.0,42,1.0,4.0,520,1.0,2,4.0,3
1826,0,0.0,25,0.0,4.0,690,7.0,1,4.0,3
1827,0,0.0,29,1.0,1.0,1460,3.0,1,3.0,2
1828,0,1.0,29,1.0,1.0,523,1.0,1,2.0,3
1829,0,1.0,39,1.0,4.0,598,2.0,2,2.0,3
1830,0,1.0,33,0.0,2.0,1041,14.0,1,1.0,1
1831,0,1.0,35,1.0,6.0,674,9.0,3,4.0,3
1832,0,1.0,38,0.0,4.0,856,2.0,1,3.0,1
1833,0,1.0,59,1.0,5.0,875,1.0,3,2.0,1
1834,0,1.0,67,0.0,5.0,584,1.0,2,2.0,3
1835,0,1.0,45,1.0,5.0,1020,1.0,1,1.0,1
1837,0,0.0,19,0.0,1.0,606,5.0,1,4.0,3
1838,1,0.0,23,0.0,1.0,1303,0.0,1,4.0,2
1839,0,0.0,22,0.0,1.0,507,1.0,1,4.0,3
1840,1,0.0,23,1.0,1.0,700,1.0,1,4.0,3
1841,0,1.0,80,0.0,6.0,837,0.0,1,1.0,1
1842,0,1.0,40,0.0,2.0,629,14.0,2,5.0,3
1843,0,0.0,36,1.0,5.0,796,0.0,1,1.0,1
1844,1,1.0,31,0.0,2.0,518,8.0,1,4.0,3
1845,1,1.0,20,0.0,2.0,1064,1.0,1,2.0,1
1846,0,1.0,31,1.0,6.0,695,1.0,3,2.0,3
1847,0,1.0,50,1.0,6.0,759,0.0,3,5.0,1
1848,0,1.0,67,0.0,3.0,1468,0.0,1,2.0,2
1850,1,1.0,85,1.0,3.0,1493,5.0,3,3.0,2
1851,1,1.0,65,1.0,5.0,747,1.0,2,3.0,3
1852,0,1.0,71,0.0,6.0,897,1.0,2,4.0,1
1853,1,0.0,20,0.0,1.0,515,1.0,1,6.0,3
1854,0,0.0,20,0.0,1.0,867,0.0,1,5.0,1
1856,1,1.0,37,1.0,5.0,582,4.0,1,2.0,3
1857,0,1.0,59,0.0,4.0,669,1.0,2,2.0,3
1858,1,0.0,29,1.0,5.0,1550,3.0,1,4.0,0
1859,0,1.0,85,1.0,6.0,870,0.0,3,2.0,1
1860,1,1.0,72,1.0,3.0,807,1.0,3,2.0,1
1862,1,1.0,45,1.0,5.0,697,9.0,2,2.0,3
1863,0,1.0,59,1.0,4.0,1694,1.0,2,4.0,0
1864,0,0.0,19,0.0,7.0,622,0.0,1,5.0,3
1865,1,1.0,47,1.0,5.0,685,0.0,2,3.0,3
1866,1,1.0,73,1.0,5.0,665,0.0,3,2.0,3
1867,1,1.0,42,0.0,5.0,508,1.0,1,1.0,3
1868,1,0.0,37,1.0,7.0,882,7.0,1,5.0,1
1869,1,0.0,38,1.0,5.0,618,8.0,1,1.0,3
1870,1,0.0,41,1.0,5.0,557,1.0,1,1.0,3
1871,1,0.0,40,1.0,4.0,735,0.0,1,1.0,3
1872,1,1.0,30,1.0,4.0,1492,0.0,1,4.0,2
1873,0,1.0,56,1.0,5.0,698,0.0,3,2.0,3
1874,1,1.0,65,1.0,3.0,701,1.0,3,2.0,3
1875,0,1.0,35,1.0,5.0,1494,5.0,2,2.0,2
1876,1,1.0,37,0.0,2.0,1456,0.0,2,5.0,2
1877,0,0.0,36,1.0,4.0,1542,0.0,1,1.0,0
1880,0,0.0,30,0.0,1.0,863,0.0,1,4.0,1
1882,0,0.0,30,0.0,5.0,594,0.0,1,3.0,3
1883,0,1.0,46,1.0,4.0,864,1.0,2,4.0,1
1884,1,0.0,38,1.0,2.0,864,1.0,1,1.0,1
1886,1,0.0,31,1.0,5.0,1596,5.0,1,1.0,0
1887,0,1.0,45,1.0,6.0,852,4.0,3,5.0,1
1888,0,1.0,55,0.0,2.0,715,1.0,1,5.0,3
1889,1,1.0,51,1.0,2.0,1412,2.0,1,1.0,2
1890,1,0.0,29,1.0,8.0,542,5.0,1,7.0,3
1891,1,1.0,74,1.0,5.0,520,1.0,3,2.0,3
1892,0,1.0,69,0.0,4.0,829,1.0,2,3.0,1
1896,0,1.0,39,1.0,5.0,1056,0.0,1,1.0,1
1898,1,0.0,59,1.0,5.0,796,4.0,1,1.0,1
1899,0,0.0,27,0.0,1.0,1569,1.0,1,3.0,0
1900,0,0.0,33,0.0,5.0,698,0.0,1,1.0,3
1901,0,0.0,31,0.0,4.0,865,9.0,1,2.0,1
1902,0,1.0,46,0.0,5.0,788,0.0,2,3.0,1
1903,1,1.0,63,1.0,5.0,835,0.0,1,2.0,1
1904,0,0.0,22,0.0,1.0,1746,1.0,1,4.0,0
1905,1,0.0,53,1.0,2.0,1746,1.0,1,5.0,0
1906,0,1.0,59,0.0,4.0,717,1.0,1,1.0,3
1908,0,1.0,63,1.0,5.0,548,1.0,2,4.0,3
1909,0,1.0,35,1.0,5.0,1411,8.0,1,1.0,2
1910,0,0.0,21,0.0,1.0,743,1.0,1,4.0,3
1911,0,1.0,67,0.0,3.0,505,0.0,3,2.0,3
1912,1,1.0,41,1.0,5.0,1501,1.0,2,3.0,2
1913,1,0.0,27,1.0,5.0,622,0.0,1,8.0,3
1914,1,1.0,53,1.0,5.0,800,1.0,2,2.0,1
1915,1,0.0,33,1.0,1.0,1603,4.0,1,8.0,0
1916,1,0.0,32,0.0,7.0,746,0.0,1,4.0,3
1918,1,1.0,50,1.0,5.0,861,1.0,3,5.0,1
1919,1,1.0,50,1.0,5.0,1534,1.0,2,4.0,0
1920,1,1.0,41,1.0,1.0,896,1.0,2,2.0,1
1922,1,0.0,33,1.0,1.0,1571,1.0,1,6.0,0
1924,1,0.0,78,1.0,3.0,558,1.0,1,3.0,3
1926,1,0.0,40,1.0,1.0,844,8.0,1,1.0,1
1927,0,1.0,43,1.0,6.0,814,2.0,3,3.0,1
1928,0,1.0,36,1.0,5.0,1579,0.0,3,3.0,0
1929,0,1.0,35,1.0,4.0,1435,1.0,2,2.0,2
1930,0,0.0,30,0.0,1.0,879,0.0,1,4.0,1
1931,0,1.0,47,0.0,4.0,1442,3.0,2,2.0,2
1932,0,1.0,69,0.0,5.0,1442,0.0,1,1.0,2
1934,0,1.0,33,0.0,6.0,1317,4.0,1,6.0,2
1935,0,0.0,27,1.0,1.0,1450,6.0,1,5.0,2
1936,0,1.0,38,1.0,2.0,622,6.0,1,2.0,3
1938,0,1.0,27,1.0,5.0,1481,10.0,1,2.0,2
1940,1,1.0,52,1.0,2.0,679,4.0,1,1.0,3
1941,0,0.0,53,1.0,7.0,551,0.0,1,1.0,3
1942,0,1.0,43,1.0,5.0,803,8.0,2,2.0,1
1943,0,1.0,42,1.0,7.0,612,8.0,1,2.0,3
1944,0,0.0,36,1.0,7.0,581,9.0,1,1.0,3
1945,0,0.0,36,1.0,5.0,798,14.0,1,2.0,1
1946,1,0.0,40,1.0,1.0,1602,1.0,1,1.0,0
1947,0,1.0,47,1.0,4.0,539,2.0,2,3.0,3
1948,0,0.0,30,0.0,7.0,1019,1.0,1,2.0,1
1950,0,1.0,45,1.0,5.0,680,5.0,2,2.0,3
1951,0,0.0,33,1.0,1.0,572,0.0,1,5.0,3
1952,1,0.0,40,1.0,5.0,618,8.0,1,2.0,3
1953,1,1.0,36,1.0,9.0,752,5.0,1,1.0,3
1954,0,0.0,32,0.0,2.0,1036,0.0,1,4.0,1
1955,1,1.0,51,1.0,5.0,771,0.0,1,2.0,1
1956,1,0.0,49,1.0,5.0,551,0.0,1,1.0,3
1958,0,1.0,72,1.0,5.0,1358,1.0,2,4.0,2
1959,1,0.0,70,1.0,5.0,1702,0.0,1,2.0,0
1960,0,0.0,21,0.0,1.0,729,0.0,1,3.0,3
1961,0,0.0,21,0.0,1.0,1636,1.0,1,5.0,0
1962,1,1.0,41,0.0,4.0,512,4.0,2,4.0,3
1963,1,0.0,49,0.0,2.0,591,12.0,1,1.0,3
1964,1,0.0,51,0.0,4.0,663,0.0,1,1.0,3
1965,0,1.0,28,0.0,1.0,674,0.0,2,5.0,3
1966,0,0.0,37,1.0,1.0,548,5.0,1,2.0,3
1968,0,0.0,19,0.0,1.0,1428,8.0,1,4.0,2
1970,1,1.0,51,0.0,5.0,1596,6.0,1,1.0,0
1971,0,1.0,26,0.0,4.0,742,3.0,1,2.0,3
1972,0,1.0,61,0.0,5.0,1690,0.0,1,1.0,0
1973,1,1.0,51,1.0,5.0,1323,0.0,2,4.0,2
1974,1,1.0,45,1.0,5.0,828,0.0,2,3.0,1
1975,0,1.0,29,1.0,4.0,1574,1.0,3,2.0,0
1977,0,0.0,25,1.0,7.0,1039,1.0,1,2.0,1
1978,0,0.0,40,0.0,9.0,634,0.0,1,5.0,3
1980,0,1.0,32,1.0,4.0,545,1.0,2,2.0,3
1981,0,1.0,38,1.0,5.0,693,0.0,1,3.0,3
1982,1,0.0,38,1.0,5.0,1063,8.0,1,2.0,1
1983,1,1.0,48,1.0,2.0,799,7.0,1,3.0,1
1984,1,0.0,71,1.0,7.0,1010,0.0,1,1.0,1
1985,1,1.0,46,1.0,5.0,765,3.0,1,3.0,1
1986,1,1.0,46,1.0,5.0,1312,9.0,1,2.0,2
1987,1,1.0,49,1.0,5.0,615,7.0,1,2.0,3
1988,0,1.0,43,0.0,4.0,547,0.0,1,3.0,3
1989,1,0.0,38,1.0,5.0,1347,6.0,1,4.0,2
1990,0,0.0,25,1.0,1.0,554,8.0,1,4.0,3
1991,1,1.0,46,1.0,2.0,784,0.0,1,4.0,1
1992,1,0.0,28,1.0,2.0,734,9.0,1,3.0,3
1993,1,0.0,41,1.0,4.0,547,5.0,1,4.0,3
1994,1,0.0,32,1.0,5.0,1611,9.0,1,5.0,0
1995,1,0.0,21,0.0,1.0,522,0.0,1,4.0,3
1996,0,0.0,22,0.0,1.0,1413,1.0,1,6.0,2
1997,0,0.0,27,0.0,1.0,803,0.0,1,5.0,1
1998,0,1.0,40,1.0,5.0,1557,0.0,2,2.0,0
1999,1,1.0,68,0.0,2.0,688,0.0,1,1.0,3
2000,1,0.0,25,0.0,8.0,713,1.0,1,7.0,3
2001,0,0.0,28,0.0,1.0,677,1.0,1,4.0,3
2002,0,0.0,28,0.0,9.0,610,2.0,1,8.0,3
2003,0,0.0,27,0.0,4.0,1481,1.0,1,3.0,2
2004,0,1.0,67,0.0,4.0,679,5.0,2,4.0,3
2005,0,1.0,46,0.0,6.0,1598,4.0,1,9.0,0
2006,1,0.0,33,0.0,4.0,627,8.0,1,4.0,3
2007,1,1.0,40,1.0,7.0,1458,6.0,2,3.0,2
2009,0,1.0,42,0.0,6.0,692,0.0,3,5.0,3
2011,1,0.0,51,1.0,2.0,610,3.0,1,1.0,3
2012,1,0.0,27,1.0,1.0,645,0.0,1,1.0,3
2013,1,0.0,25,1.0,7.0,880,7.0,1,3.0,1
2014,1,1.0,51,0.0,5.0,702,9.0,3,2.0,3
2016,1,0.0,35,1.0,7.0,522,0.0,1,1.0,3
2018,0,0.0,30,0.0,1.0,1352,6.0,1,3.0,2
2019,1,0.0,41,1.0,1.0,1011,9.0,1,1.0,1
2020,0,1.0,42,1.0,5.0,532,6.0,1,3.0,3
2021,1,1.0,40,1.0,5.0,572,8.0,3,5.0,3
2022,0,0.0,36,1.0,4.0,811,13.0,1,1.0,1
2023,1,0.0,39,1.0,5.0,677,9.0,1,1.0,3
2024,0,1.0,40,1.0,6.0,824,7.0,3,3.0,1
2025,1,1.0,40,1.0,2.0,864,1.0,2,2.0,1
2026,0,0.0,28,1.0,5.0,1451,9.0,1,6.0,2
2028,0,0.0,41,1.0,5.0,852,4.0,1,1.0,1
2029,1,0.0,28,1.0,2.0,628,9.0,1,5.0,3
2030,0,0.0,30,1.0,1.0,647,1.0,1,1.0,3
2031,1,0.0,30,1.0,1.0,1090,1.0,1,1.0,1
2032,1,0.0,38,1.0,5.0,600,9.0,1,2.0,3
2033,0,1.0,43,1.0,5.0,1455,7.0,1,1.0,2
2034,0,0.0,29,1.0,4.0,636,9.0,1,1.0,3
2035,1,0.0,30,1.0,1.0,659,9.0,1,3.0,3
2036,0,1.0,27,1.0,1.0,1411,0.0,1,2.0,2
2037,1,1.0,48,1.0,5.0,505,0.0,2,2.0,3
2038,1,0.0,51,1.0,5.0,511,1.0,1,1.0,3
2039,1,0.0,48,1.0,9.0,1099,0.0,1,1.0,1
2040,1,0.0,28,1.0,9.0,692,9.0,1,1.0,3
2041,1,0.0,40,1.0,5.0,1400,3.0,1,1.0,2
